region,subregion,dop2,DOY2,DOY3,CWAD_mean,CWAD_sd
iowa,black hawk,Nov-1,Jul-15,Jul-15,4666.552393618334,707.3392807264769
iowa,boone,Sep-15,Apr-1,Apr-1,2633.6497673016665,1324.6684069045152
iowa,boone,Sep-15,Apr-15,Apr-15,3671.3663651066668,1343.1106379629057
iowa,boone,Sep-15,May-1,May-1,4782.225237181667,1209.9436175679773
iowa,boone,Sep-15,May-15,May-15,5534.9934982116665,1126.5932440523432
iowa,boone,Sep-15,Jun-1,Jun-1,6002.1332260633335,1097.4810690813013
iowa,boone,Sep-15,Jun-15,Jun-15,6120.450206555,1077.7012619427335
iowa,boone,Sep-15,Jul-1,Jul-1,6135.2295326916665,1072.631341959294
iowa,boone,Sep-15,Jul-15,Jul-15,6135.340085335,1072.575761663636
iowa,boone,Oct-7,Apr-1,Apr-1,549.815138515,720.0147843186636
iowa,boone,Oct-7,Apr-15,Apr-15,1138.046613005,1101.4542646834425
iowa,boone,Oct-7,May-1,May-1,2238.7429830433334,1259.5013733550516
iowa,boone,Oct-7,May-15,May-15,3478.070926478333,1080.1337408145214
iowa,boone,Oct-7,Jun-1,Jun-1,4581.211304615,787.5534781462623
iowa,boone,Oct-7,Jun-15,Jun-15,5063.3344790716665,582.8168614863351
iowa,boone,Oct-7,Jul-1,Jul-1,5232.3805992416665,487.69464418553576
iowa,boone,Oct-7,Jul-15,Jul-15,5248.519880793333,474.1038800735144
iowa,boone,Nov-1,Apr-1,Apr-1,54.83341387666667,111.80631493263697
iowa,boone,Nov-1,Apr-15,Apr-15,219.528767545,403.1776591410376
iowa,boone,Nov-1,May-1,May-1,718.705540085,834.2274604996254
iowa,boone,Nov-1,May-15,May-15,1708.9765870083334,1093.5171490678042
iowa,boone,Nov-1,Jun-1,Jun-1,3207.4062430633335,1020.9995988916953
iowa,boone,Nov-1,Jun-15,Jun-15,4136.090747858333,785.577914206656
iowa,boone,Nov-1,Jul-1,Jul-1,4647.178275808334,638.7074375370177
iowa,boone,Nov-1,Jul-15,Jul-15,4772.341458521667,609.1743884731695
iowa,bremer,Sep-15,Apr-1,Apr-1,1559.4116710533333,1188.3124263223367
iowa,bremer,Sep-15,Apr-15,Apr-15,2476.0484792244442,1380.6930991825982
iowa,bremer,Sep-15,May-1,May-1,3772.958267762222,1353.7021111701627
iowa,bremer,Sep-15,May-15,May-15,4815.6087186,1171.0863672359424
iowa,bremer,Sep-15,Jun-1,Jun-1,5618.499023,1032.1808510106778
iowa,bremer,Sep-15,Jun-15,Jun-15,5916.528263322222,944.5554876094569
iowa,bremer,Sep-15,Jul-1,Jul-1,5993.222788864445,907.1374656347696
iowa,bremer,Sep-15,Jul-15,Jul-15,5997.941419633334,902.8872212406737
iowa,bremer,Oct-7,Apr-1,Apr-1,202.6985490711111,334.5117312897986
iowa,bremer,Oct-7,Apr-15,Apr-15,525.4070902977778,747.9525542217164
iowa,bremer,Oct-7,May-1,May-1,1308.5567911155556,1166.4047676280795
iowa,bremer,Oct-7,May-15,May-15,2510.830153348889,1248.0887116517615
iowa,bremer,Oct-7,Jun-1,Jun-1,3950.0934753155557,995.9647290797815
iowa,bremer,Oct-7,Jun-15,Jun-15,4725.27995884,709.5809823217689
iowa,bremer,Oct-7,Jul-1,Jul-1,5111.283521535555,501.79821885329494
iowa,bremer,Oct-7,Jul-15,Jul-15,5188.168395946666,443.228311162975
iowa,bremer,Nov-1,Apr-1,Apr-1,11.989857137777777,23.05554331530812
iowa,bremer,Nov-1,Apr-15,Apr-15,65.24555053333333,133.44110442980914
iowa,bremer,Nov-1,May-1,May-1,321.31344814,506.28778675935416
iowa,bremer,Nov-1,May-15,May-15,974.49745116,982.0001757412732
iowa,bremer,Nov-1,Jun-1,Jun-1,2439.2605951022224,1171.8212404718793
iowa,bremer,Nov-1,Jun-15,Jun-15,3633.8376850022223,997.5941112109152
iowa,bremer,Nov-1,Jul-1,Jul-1,4448.688199224444,829.7164738257917
iowa,bremer,Nov-1,Jul-15,Jul-15,4728.921560457778,773.9731356761959
iowa,buchanan,Sep-15,Apr-1,Apr-1,1804.1084201683334,1218.3217205796475
iowa,buchanan,Sep-15,Apr-15,Apr-15,2769.65359162,1353.0205181078513
iowa,buchanan,Sep-15,May-1,May-1,4048.1639402333335,1290.7778775503823
iowa,buchanan,Sep-15,May-15,May-15,5029.334064911666,1126.771758074739
iowa,buchanan,Sep-15,Jun-1,Jun-1,5765.1540771283335,1023.9832574781568
iowa,buchanan,Sep-15,Jun-15,Jun-15,6022.515336073333,965.1990790897021
iowa,buchanan,Sep-15,Jul-1,Jul-1,6082.907454458334,939.9284102133246
iowa,buchanan,Sep-15,Jul-15,Jul-15,6085.85567496,937.5260015025328
iowa,buchanan,Oct-7,Apr-1,Apr-1,270.99603281,441.83375129252954
iowa,buchanan,Oct-7,Apr-15,Apr-15,652.88743874,872.3309040740711
iowa,buchanan,Oct-7,May-1,May-1,1528.8213755583333,1241.2328940146485
iowa,buchanan,Oct-7,May-15,May-15,2767.856695958333,1258.3609192231318
iowa,buchanan,Oct-7,Jun-1,Jun-1,4156.300170371666,971.8612154688059
iowa,buchanan,Oct-7,Jun-15,Jun-15,4873.016296025,691.2654006853519
iowa,buchanan,Oct-7,Jul-1,Jul-1,5213.535876826667,499.64209400180465
iowa,buchanan,Oct-7,Jul-15,Jul-15,5274.068730823334,453.2231055054057
iowa,buchanan,Nov-1,Apr-1,Apr-1,19.281765731666667,38.992430856602745
iowa,buchanan,Nov-1,Apr-15,Apr-15,96.57083492833333,199.27839185246563
iowa,buchanan,Nov-1,May-1,May-1,407.26042458166665,616.8239259052216
iowa,buchanan,Nov-1,May-15,May-15,1139.5946621383334,1058.444528071639
iowa,buchanan,Nov-1,Jun-1,Jun-1,2659.052540385,1159.612499794267
iowa,buchanan,Nov-1,Jun-15,Jun-15,3819.0668775116665,940.401702441845
iowa,buchanan,Nov-1,Jul-1,Jul-1,4580.322647863333,734.1139120715693
iowa,buchanan,Nov-1,Jul-15,Jul-15,4826.565721653334,667.884285462062
iowa,buena vista,Sep-15,Apr-1,Apr-1,1686.864353675,1232.1354643933996
iowa,buena vista,Sep-15,Apr-15,Apr-15,2632.1533817483332,1409.7080647932237
iowa,buena vista,Sep-15,May-1,May-1,3906.2259658283333,1326.4230792311153
iowa,buena vista,Sep-15,May-15,May-15,4893.755527948333,1107.1933206773579
iowa,buena vista,Sep-15,Jun-1,Jun-1,5625.144663005,953.8969118520687
iowa,buena vista,Sep-15,Jun-15,Jun-15,5887.165619531666,862.3512378710384
iowa,buena vista,Sep-15,Jul-1,Jul-1,5948.121237705,831.6941761266557
iowa,buena vista,Sep-15,Jul-15,Jul-15,5950.988094151667,829.2373665429591
iowa,buena vista,Oct-7,Apr-1,Apr-1,228.88787457166666,381.7279761642646
iowa,buena vista,Oct-7,Apr-15,Apr-15,584.514374085,760.6862465483774
iowa,buena vista,Oct-7,May-1,May-1,1425.9024030799999,1156.8377747744469
iowa,buena vista,Oct-7,May-15,May-15,2623.8686451866665,1180.791162349027
iowa,buena vista,Oct-7,Jun-1,Jun-1,3984.9395655416665,915.7909734808181
iowa,buena vista,Oct-7,Jun-15,Jun-15,4698.92189932,621.1343001952927
iowa,buena vista,Oct-7,Jul-1,Jul-1,5036.779854586666,439.2392667947114
iowa,buena vista,Oct-7,Jul-15,Jul-15,5097.503174991667,394.37346295254315
iowa,buena vista,Nov-1,Apr-1,Apr-1,15.929849536666666,42.72806096819133
iowa,buena vista,Nov-1,Apr-15,Apr-15,81.09669306,183.13131947751185
iowa,buena vista,Nov-1,May-1,May-1,376.6518282233333,571.1899405958716
iowa,buena vista,Nov-1,May-15,May-15,1086.2155843416667,969.0917744882909
iowa,buena vista,Nov-1,Jun-1,Jun-1,2552.0138856983335,1126.4771685551068
iowa,buena vista,Nov-1,Jun-15,Jun-15,3676.1173626633336,922.950689412831
iowa,buena vista,Nov-1,Jul-1,Jul-1,4418.2330589933335,762.9133916813782
iowa,buena vista,Nov-1,Jul-15,Jul-15,4661.003741098333,717.0788022199272
iowa,butler,Sep-15,Apr-1,Apr-1,1634.870096845,1201.3445630562915
iowa,butler,Sep-15,Apr-15,Apr-15,2548.0023971666665,1350.8924489864994
iowa,butler,Sep-15,May-1,May-1,3789.4707552566665,1278.1591841766385
iowa,butler,Sep-15,May-15,May-15,4756.792609216666,1089.9218078595607
iowa,butler,Sep-15,Jun-1,Jun-1,5483.975162198333,976.9403952682876
iowa,butler,Sep-15,Jun-15,Jun-15,5749.027148701667,906.686363842953
iowa,butler,Sep-15,Jul-1,Jul-1,5812.915511153334,878.2497607218121
iowa,butler,Sep-15,Jul-15,Jul-15,5816.265028475,875.5439586683661
iowa,butler,Oct-7,Apr-1,Apr-1,222.549889815,361.67557056645836
iowa,butler,Oct-7,Apr-15,Apr-15,559.5619107916667,771.1756151415851
iowa,butler,Oct-7,May-1,May-1,1363.8337914366666,1157.9256370191974
iowa,butler,Oct-7,May-15,May-15,2570.7624020316666,1190.0098753269588
iowa,butler,Oct-7,Jun-1,Jun-1,3937.51618543,939.1376402358984
iowa,butler,Oct-7,Jun-15,Jun-15,4649.433658695,688.224465988118
iowa,butler,Oct-7,Jul-1,Jul-1,4993.962625765,520.6727505496892
iowa,butler,Oct-7,Jul-15,Jul-15,5059.078920553334,476.5717869540941
iowa,butler,Nov-1,Apr-1,Apr-1,13.544312036666666,26.212462841277237
iowa,butler,Nov-1,Apr-15,Apr-15,72.86032095666667,149.16567178921582
iowa,butler,Nov-1,May-1,May-1,346.24298251,535.8690123215446
iowa,butler,Nov-1,May-15,May-15,1028.7701036083333,983.905505848198
iowa,butler,Nov-1,Jun-1,Jun-1,2510.0529330183335,1121.1592375307537
iowa,butler,Nov-1,Jun-15,Jun-15,3669.4808742533332,883.6986502893649
iowa,butler,Nov-1,Jul-1,Jul-1,4443.484812061667,638.6908213899602
iowa,butler,Nov-1,Jul-15,Jul-15,4709.934800376666,534.2896048856273
iowa,calhoun,Sep-15,Apr-1,Apr-1,2270.657124540741,1309.2087547924039
iowa,calhoun,Sep-15,Apr-15,Apr-15,3268.1628982425927,1356.7835603580584
iowa,calhoun,Sep-15,May-1,May-1,4453.642749170371,1229.6787772506848
iowa,calhoun,Sep-15,May-15,May-15,5297.40717552037,1098.2089634770605
iowa,calhoun,Sep-15,Jun-1,Jun-1,5848.773929272223,1046.0635767819183
iowa,calhoun,Sep-15,Jun-15,Jun-15,6014.333752724074,1009.070282947637
iowa,calhoun,Sep-15,Jul-1,Jul-1,6041.192423631482,998.21298595127
iowa,calhoun,Sep-15,Jul-15,Jul-15,6041.764448861111,997.8350971634346
iowa,calhoun,Oct-7,Apr-1,Apr-1,400.6120126222222,571.9539520509942
iowa,calhoun,Oct-7,Apr-15,Apr-15,887.11109435,954.5225130464597
iowa,calhoun,Oct-7,May-1,May-1,1895.971350037037,1224.6351724939313
iowa,calhoun,Oct-7,May-15,May-15,3134.820459390741,1117.207329170847
iowa,calhoun,Oct-7,Jun-1,Jun-1,4335.571240662963,829.4148896386273
iowa,calhoun,Oct-7,Jun-15,Jun-15,4907.751667342593,581.2769794221774
iowa,calhoun,Oct-7,Jul-1,Jul-1,5134.537782109259,457.3824368685931
iowa,calhoun,Oct-7,Jul-15,Jul-15,5163.463652801852,435.3116653955386
iowa,calhoun,Nov-1,Apr-1,Apr-1,34.12570874074074,80.02962386517846
iowa,calhoun,Nov-1,Apr-15,Apr-15,151.9429388388889,306.3143255432544
iowa,calhoun,Nov-1,May-1,May-1,568.7653515185185,729.3877059400205
iowa,calhoun,Nov-1,May-15,May-15,1445.1437160203704,1058.2372273048882
iowa,calhoun,Nov-1,Jun-1,Jun-1,2941.0684327425924,1068.6594686825983
iowa,calhoun,Nov-1,Jun-15,Jun-15,3963.336502461111,798.742883023505
iowa,calhoun,Nov-1,Jul-1,Jul-1,4570.157881407407,607.1501194962914
iowa,calhoun,Nov-1,Jul-15,Jul-15,4741.214297462963,558.7295659033745
iowa,carroll,Sep-15,Apr-1,Apr-1,2431.3694982208335,1262.810012721755
iowa,carroll,Sep-15,Apr-15,Apr-15,3344.5642546958334,1258.0761715014587
iowa,carroll,Sep-15,May-1,May-1,4330.730812722917,1134.100225073649
iowa,carroll,Sep-15,May-15,May-15,4998.027771552083,1080.1500158444285
iowa,carroll,Sep-15,Jun-1,Jun-1,5428.979189335417,1078.4714971553096
iowa,carroll,Sep-15,Jun-15,Jun-15,5560.2719384770835,1061.4798278052508
iowa,carroll,Sep-15,Jul-1,Jul-1,5580.75179219375,1056.2994883411056
iowa,carroll,Sep-15,Jul-15,Jul-15,5581.03248561875,1056.1998799275993
iowa,carroll,Oct-7,Apr-1,Apr-1,500.0119440208333,643.9540554005589
iowa,carroll,Oct-7,Apr-15,Apr-15,1044.5602589458333,1003.0860071293832
iowa,carroll,Oct-7,May-1,May-1,2081.573490445833,1199.3523394848078
iowa,carroll,Oct-7,May-15,May-15,3230.5119133979165,1043.8902377374204
iowa,carroll,Oct-7,Jun-1,Jun-1,4259.2005030375,784.9300587875854
iowa,carroll,Oct-7,Jun-15,Jun-15,4748.50762739375,597.9069306615323
iowa,carroll,Oct-7,Jul-1,Jul-1,4937.130018547917,513.8083543155763
iowa,carroll,Oct-7,Jul-15,Jul-15,4959.161761445834,501.294200556138
iowa,carroll,Nov-1,Apr-1,Apr-1,48.580638352083334,105.95558239502768
iowa,carroll,Nov-1,Apr-15,Apr-15,199.19257701875,371.28417435189954
iowa,carroll,Nov-1,May-1,May-1,678.6491263645834,798.4956818738269
iowa,carroll,Nov-1,May-15,May-15,1612.47281874375,1076.1222894892317
iowa,carroll,Nov-1,Jun-1,Jun-1,3012.951310675,1056.141676861369
iowa,carroll,Nov-1,Jun-15,Jun-15,3924.6116998479165,863.7568875917585
iowa,carroll,Nov-1,Jul-1,Jul-1,4442.73037905625,769.8692228288404
iowa,carroll,Nov-1,Jul-15,Jul-15,4577.835208254167,754.1319863521205
iowa,cass,Sep-15,Apr-1,Apr-1,2889.0643942616666,1126.2787780524368
iowa,cass,Sep-15,Apr-15,Apr-15,3656.638210981667,1085.2327201207036
iowa,cass,Sep-15,May-1,May-1,4409.505809215,1019.9144272903336
iowa,cass,Sep-15,May-15,May-15,4866.909818165,1055.7355064925575
iowa,cass,Sep-15,Jun-1,Jun-1,5138.953352991667,1096.160802631878
iowa,cass,Sep-15,Jun-15,Jun-15,5203.30167203,1103.9990460926608
iowa,cass,Sep-15,Jul-1,Jul-1,5209.76751953,1104.7341712309217
iowa,cass,Sep-15,Jul-15,Jul-15,5209.778660906667,1104.735387035396
iowa,cass,Oct-7,Apr-1,Apr-1,888.1529518416667,884.5205528520354
iowa,cass,Oct-7,Apr-15,Apr-15,1617.3864616433334,1181.1474225561526
iowa,cass,Oct-7,May-1,May-1,2699.481033895,1185.2585009924794
iowa,cass,Oct-7,May-15,May-15,3670.319021065,916.946252684383
iowa,cass,Oct-7,Jun-1,Jun-1,4423.863003058334,694.5009557445393
iowa,cass,Oct-7,Jun-15,Jun-15,4742.597883671667,587.008618705143
iowa,cass,Oct-7,Jul-1,Jul-1,4843.779719043333,551.9829846913434
iowa,cass,Oct-7,Jul-15,Jul-15,4851.109931491666,548.9862256925189
iowa,cass,Nov-1,Apr-1,Apr-1,115.02795225666667,208.70598058230894
iowa,cass,Nov-1,Apr-15,Apr-15,391.71697367166666,566.0823088473736
iowa,cass,Nov-1,May-1,May-1,1098.1706917516667,981.9925201460926
iowa,cass,Nov-1,May-15,May-15,2165.1275190166666,1108.2951879927668
iowa,cass,Nov-1,Jun-1,Jun-1,3400.0575102316666,891.6615401649599
iowa,cass,Nov-1,Jun-15,Jun-15,4113.31425671,620.9428799513819
iowa,cass,Nov-1,Jul-1,Jul-1,4474.520489846666,486.7475775405326
iowa,cass,Nov-1,Jul-15,Jul-15,4552.646201428333,462.01143047847745
iowa,cedar,Sep-15,Apr-1,Apr-1,2670.2107678791667,1149.6583058146869
iowa,cedar,Sep-15,Apr-15,Apr-15,3598.058665770833,1104.8401798439888
iowa,cedar,Sep-15,May-1,May-1,4512.68790584375,980.6452929919427
iowa,cedar,Sep-15,May-15,May-15,5082.7538864625,960.2460694881339
iowa,cedar,Sep-15,Jun-1,Jun-1,5456.5850191125,982.0494950421313
iowa,cedar,Sep-15,Jun-15,Jun-15,5553.56786635625,983.9356228008604
iowa,cedar,Sep-15,Jul-1,Jul-1,5567.284487297917,982.864946161291
iowa,cedar,Sep-15,Jul-15,Jul-15,5567.40693739375,982.8550272924293
iowa,cedar,Oct-7,Apr-1,Apr-1,591.3268495875,752.4047727888824
iowa,cedar,Oct-7,Apr-15,Apr-15,1233.1462110833334,1115.3161405618328
iowa,cedar,Oct-7,May-1,May-1,2406.8152422604167,1218.066081911655
iowa,cedar,Oct-7,May-15,May-15,3532.17316813125,1023.0674034222593
iowa,cedar,Oct-7,Jun-1,Jun-1,4462.71971516875,792.473430879355
iowa,cedar,Oct-7,Jun-15,Jun-15,4859.531572883333,672.250434590788
iowa,cedar,Oct-7,Jul-1,Jul-1,5005.955872585417,610.232767887515
iowa,cedar,Oct-7,Jul-15,Jul-15,5020.976642727083,600.9074937970619
iowa,cedar,Nov-1,Apr-1,Apr-1,65.58019209166666,126.55939679590027
iowa,cedar,Nov-1,Apr-15,Apr-15,254.02944197916668,449.15564670331366
iowa,cedar,Nov-1,May-1,May-1,801.9233332270833,908.0167753150482
iowa,cedar,Nov-1,May-15,May-15,1792.7299174458333,1178.4463980159653
iowa,cedar,Nov-1,Jun-1,Jun-1,3128.9866144479165,1221.720243122474
iowa,cedar,Nov-1,Jun-15,Jun-15,3876.34128768125,1210.9327040618823
iowa,cedar,Nov-1,Jul-1,Jul-1,4291.165715752083,1221.9429028934655
iowa,cedar,Nov-1,Jul-15,Jul-15,4395.450391616667,1226.6051498771458
iowa,cerro gordo,Sep-15,Apr-1,Apr-1,1434.8248823561403,1158.3744580782222
iowa,cerro gordo,Sep-15,Apr-15,Apr-15,2300.7902281017546,1373.0040921277212
iowa,cerro gordo,Sep-15,May-1,May-1,3597.1245048929823,1368.9462932060028
iowa,cerro gordo,Sep-15,May-15,May-15,4707.386287243859,1153.59884805697
iowa,cerro gordo,Sep-15,Jun-1,Jun-1,5592.666083285965,961.9819445856905
iowa,cerro gordo,Sep-15,Jun-15,Jun-15,5930.132628863158,839.5985167658312
iowa,cerro gordo,Sep-15,Jul-1,Jul-1,6023.172999068421,790.8368047600861
iowa,cerro gordo,Sep-15,Jul-15,Jul-15,6030.429881838597,783.1707138158356
iowa,cerro gordo,Oct-7,Apr-1,Apr-1,166.0384646368421,283.57948720659624
iowa,cerro gordo,Oct-7,Apr-15,Apr-15,442.558969777193,661.6779388051724
iowa,cerro gordo,Oct-7,May-1,May-1,1156.3988184894738,1105.161892595901
iowa,cerro gordo,Oct-7,May-15,May-15,2314.3755962298246,1233.96346156417
iowa,cerro gordo,Oct-7,Jun-1,Jun-1,3816.508125780702,1012.2783423695827
iowa,cerro gordo,Oct-7,Jun-15,Jun-15,4646.488195163158,708.028339561011
iowa,cerro gordo,Oct-7,Jul-1,Jul-1,5072.028588377193,492.20745972081164
iowa,cerro gordo,Oct-7,Jul-15,Jul-15,5167.017277194737,420.6696923515787
iowa,cerro gordo,Nov-1,Apr-1,Apr-1,8.86338316491228,18.482731508630707
iowa,cerro gordo,Nov-1,Apr-15,Apr-15,48.93640851052631,105.23291043263896
iowa,cerro gordo,Nov-1,May-1,May-1,265.84588009473686,441.35467994034497
iowa,cerro gordo,Nov-1,May-15,May-15,858.4082129929825,914.8252916934188
iowa,cerro gordo,Nov-1,Jun-1,Jun-1,2282.476556412281,1193.3428509711803
iowa,cerro gordo,Nov-1,Jun-15,Jun-15,3495.184447931579,1061.91469396275
iowa,cerro gordo,Nov-1,Jul-1,Jul-1,4355.3198891684215,913.9137439877171
iowa,cerro gordo,Nov-1,Jul-15,Jul-15,4672.698559345614,860.1242930133537
iowa,cherokee,Sep-15,Apr-1,Apr-1,1641.3836695979167,1201.2067910582205
iowa,cherokee,Sep-15,Apr-15,Apr-15,2581.293979289583,1357.1381495508003
iowa,cherokee,Sep-15,May-1,May-1,3808.4142953125,1226.3313252242015
iowa,cherokee,Sep-15,May-15,May-15,4720.3349839875,976.65499267396
iowa,cherokee,Sep-15,Jun-1,Jun-1,5387.110406814583,810.9250434560591
iowa,cherokee,Sep-15,Jun-15,Jun-15,5633.268268889583,724.4359684176384
iowa,cherokee,Sep-15,Jul-1,Jul-1,5692.051689491666,695.9540074751504
iowa,cherokee,Sep-15,Jul-15,Jul-15,5694.585118075,694.1281133227327
iowa,cherokee,Oct-7,Apr-1,Apr-1,221.7552341375,364.3098385896376
iowa,cherokee,Oct-7,Apr-15,Apr-15,562.6486727479166,703.4972828082261
iowa,cherokee,Oct-7,May-1,May-1,1404.5550497875,1099.6638561723269
iowa,cherokee,Oct-7,May-15,May-15,2584.6990098145834,1110.8670117254305
iowa,cherokee,Oct-7,Jun-1,Jun-1,3878.265174675,845.6599658838031
iowa,cherokee,Oct-7,Jun-15,Jun-15,4550.413680860417,597.107242093156
iowa,cherokee,Oct-7,Jul-1,Jul-1,4875.588524254166,460.3004888239845
iowa,cherokee,Oct-7,Jul-15,Jul-15,4933.778558958334,430.2167095401901
iowa,cherokee,Nov-1,Apr-1,Apr-1,16.21251429375,44.73716958491916
iowa,cherokee,Nov-1,Apr-15,Apr-15,81.10161413958333,178.7373419449872
iowa,cherokee,Nov-1,May-1,May-1,375.62259792916666,557.8900741776071
iowa,cherokee,Nov-1,May-15,May-15,1088.8639462458334,945.0699040747063
iowa,cherokee,Nov-1,Jun-1,Jun-1,2529.3500389583332,1062.8301436459376
iowa,cherokee,Nov-1,Jun-15,Jun-15,3596.6670705791666,869.6636009456644
iowa,cherokee,Nov-1,Jul-1,Jul-1,4300.670703154166,754.6632814281635
iowa,cherokee,Nov-1,Jul-15,Jul-15,4531.723082185416,723.8297778568134
iowa,chickasaw,Sep-15,Apr-1,Apr-1,1346.063412611111,1120.1367353676255
iowa,chickasaw,Sep-15,Apr-15,Apr-15,2193.126443497778,1353.6518399447814
iowa,chickasaw,Sep-15,May-1,May-1,3479.8180039355557,1377.197884005549
iowa,chickasaw,Sep-15,May-15,May-15,4606.402641824445,1180.5786508141018
iowa,chickasaw,Sep-15,Jun-1,Jun-1,5521.36311186,999.441299731915
iowa,chickasaw,Sep-15,Jun-15,Jun-15,5889.0502038977775,884.4555614594083
iowa,chickasaw,Sep-15,Jul-1,Jul-1,6000.290522786667,833.238758362623
iowa,chickasaw,Sep-15,Jul-15,Jul-15,6009.788793486667,825.1019398388319
iowa,chickasaw,Oct-7,Apr-1,Apr-1,151.79909550444444,257.1592579437024
iowa,chickasaw,Oct-7,Apr-15,Apr-15,417.56992426,633.8615953457987
iowa,chickasaw,Oct-7,May-1,May-1,1104.9105022133333,1086.0644338010386
iowa,chickasaw,Oct-7,May-15,May-15,2253.763002968889,1255.4481644758973
iowa,chickasaw,Oct-7,Jun-1,Jun-1,3778.9946418066666,1045.7349282160792
iowa,chickasaw,Oct-7,Jun-15,Jun-15,4655.312494633334,739.681342261458
iowa,chickasaw,Oct-7,Jul-1,Jul-1,5125.236371491111,502.6885460964448
iowa,chickasaw,Oct-7,Jul-15,Jul-15,5234.6239436822225,425.42697481877383
iowa,chickasaw,Nov-1,Apr-1,Apr-1,8.16796658888889,15.660885844730387
iowa,chickasaw,Nov-1,Apr-15,Apr-15,44.75168712888889,92.42688691907672
iowa,chickasaw,Nov-1,May-1,May-1,247.89588849333333,406.2791077927815
iowa,chickasaw,Nov-1,May-15,May-15,820.4277138955556,902.7139118759546
iowa,chickasaw,Nov-1,Jun-1,Jun-1,2227.403329651111,1193.7986760315475
iowa,chickasaw,Nov-1,Jun-15,Jun-15,3476.1924556022223,1082.7892126861154
iowa,chickasaw,Nov-1,Jul-1,Jul-1,4378.916114233333,961.3998105902601
iowa,chickasaw,Nov-1,Jul-15,Jul-15,4711.399342115556,925.3922904584722
iowa,clarke,Sep-15,Apr-1,Apr-1,3286.756853446667,1127.6099236155117
iowa,clarke,Sep-15,Apr-15,Apr-15,4128.785642208889,1155.5479246450786
iowa,clarke,Sep-15,May-1,May-1,4880.851565595555,1201.7906450721514
iowa,clarke,Sep-15,May-15,May-15,5321.740063522222,1280.991904406484
iowa,clarke,Sep-15,Jun-1,Jun-1,5562.650504804445,1330.9582320866293
iowa,clarke,Sep-15,Jun-15,Jun-15,5605.33383522,1339.1146432801263
iowa,clarke,Sep-15,Jul-1,Jul-1,5608.470361095556,1339.7165490024502
iowa,clarke,Sep-15,Jul-15,Jul-15,5608.47036326,1339.7165498727304
iowa,clarke,Oct-7,Apr-1,Apr-1,1105.6863733244445,1023.2920616928668
iowa,clarke,Oct-7,Apr-15,Apr-15,1965.5235892466667,1291.059520611524
iowa,clarke,Oct-7,May-1,May-1,3163.5015202733334,1221.967495157164
iowa,clarke,Oct-7,May-15,May-15,4145.500106553333,942.5138249265647
iowa,clarke,Oct-7,Jun-1,Jun-1,4867.30457586,700.791341314044
iowa,clarke,Oct-7,Jun-15,Jun-15,5135.181614624445,574.1397499691432
iowa,clarke,Oct-7,Jul-1,Jul-1,5207.436804768889,523.9375432490061
iowa,clarke,Oct-7,Jul-15,Jul-15,5210.607308597778,521.1606709764831
iowa,clarke,Nov-1,Apr-1,Apr-1,165.14098134,276.7724836756938
iowa,clarke,Nov-1,Apr-15,Apr-15,507.18029802666666,674.1904559762821
iowa,clarke,Nov-1,May-1,May-1,1328.133787631111,1068.323522821038
iowa,clarke,Nov-1,May-15,May-15,2499.2108273733334,1107.2335577225222
iowa,clarke,Nov-1,Jun-1,Jun-1,3757.640524022222,815.1520812017972
iowa,clarke,Nov-1,Jun-15,Jun-15,4396.821055497778,567.9714420278639
